# ---------------------------------------------------------------------------
# 
# This file contains the Human Interactome used in:
# 
# Uncovering Disease-Disease Relationships Through The Human Interactome
#
# by Joerg Menche, Amitabh Sharma, Maksim Kitsak, Susan Dina
#    Ghiassian, Marc Vidal, Joseph Loscalzo & Albert-Laszlo Barabasi
#
#
# FILE FORMAT: 3 tab-separated columns, 3rd column contains
# semicolon-separated sub-entries
#
# Each line in the table correponds to one interaction
# Columns 1 & 2 give the gene IDs of the two interacting proteins. 
# Column 3 gives the type of the interation, compare with SOM Section 1.1.1:
# (i)   regulatory
# (ii)  binary
# (iii) literature
# (iv)  metabolic
# (v)   complexes
# (vi)  kinase
# (vii) signaling
#
# ---------------------------------------------------------------------------
# gene_ID_1	 gene_ID_2	data_source(s)
2177	55655	literature
5394	5394	binary;literature
26578	5597	signaling
373156	83481	literature
51639	9410	complexes
284004	54857	binary;literature
5217	71	binary;literature;signaling
1938	3608	complexes
5058	65250	literature
3416	3630	literature;signaling
4831	6169	literature
3454	3932	literature;signaling
24144	51428	complexes
8467	84733	complexes
2534	916	kinase
8517	8908	literature
23291	994	literature
3329	839	signaling
2222	79188	binary;literature
4342	9454	binary
1742	491	literature;signaling
4928	7514	literature
51082	84172	literature
25	29886	binary;literature
1001	1001	literature
146664	340359	binary
23321	4644	literature;signaling
10985	5018	literature
2932	3611	literature;signaling;kinase
55957	8363	literature
3646	7419	literature
51257	89885	binary
5440	5441	complexes;literature
10935	28976	metabolic
4087	9516	literature;signaling
1964	8663	literature
3635	386676	binary
1400	6637	binary;literature;signaling
259	3169	regulatory
203068	9126	literature
1956	5587	literature;signaling
4622	9958	literature
2923	567	literature
170506	23560	literature
10286	1778	complexes
57794	6667	regulatory
4741	4929	literature
22796	23281	binary
6921	84727	literature
10013	121504	literature
2975	3326	literature
10808	5050	literature
10938	85439	binary;literature
22907	6233	literature
383	54532	literature
27330	4354	signaling
11100	1655	complexes
4609	5683	literature
7106	975	literature;signaling
54881	6950	literature
2554	2561	literature
1915	23560	literature
1107	8819	complexes
6204	6231	complexes
3689	5747	literature;signaling
4149	4609	complexes;literature;signaling;binary
114548	29108	literature
23389	29079	complexes;literature
6194	8453	literature
3312	84759	complexes
50944	8874	literature;signaling
22954	57707	binary
310	51380	signaling
23398	6429	complexes
2175	226	literature
116540	64979	complexes
4193	7341	literature;signaling
9912	998	literature
54938	84101	literature
1	1026	signaling
7157	9820	literature
6138	6727	complexes
1956	506	literature
54948	84545	complexes
1039	84260	binary
1349	7386	metabolic
5347	6256	signaling
6443	8082	complexes;literature
2959	6601	complexes
29760	30011	complexes;literature;signaling
6129	6161	complexes
51701	54870	binary
51386	8662	complexes
223	284273	metabolic
3324	9451	literature
10594	27336	complexes
171483	84991	binary
3839	4794	literature
163071	163071	binary
3399	8517	literature
100653323	1828	literature
54850	6500	literature
11113	389	literature;signaling
1814	2037	literature;signaling
11007	284058	binary;literature;signaling
1020	1453	literature;signaling;kinase
943	944	literature;signaling
3856	5581	literature
28512	4793	literature;signaling
10589	6603	complexes
51176	8607	literature
2026	7277	binary;literature;signaling
2645	64841	metabolic
5694	5716	complexes
1660	6638	literature
3643	5788	binary;literature;signaling
1272	8506	literature
10681	665	signaling
51619	7844	literature
285362	3028	literature
1019	5519	literature
11030	80028	binary
1642	196	complexes;literature
26121	57187	complexes
3558	50615	literature
386676	55337	binary
10399	8655	binary;literature
1454	999	kinase
51763	83481	literature
10594	22826	complexes
114034	79622	complexes
114932	9146	binary
5700	867	signaling
6141	6950	literature
6648	7001	metabolic
51510	57132	complexes;literature;signaling
23417	54677	metabolic
4675	6732	literature
25915	27257	literature
54490	7923	metabolic
775	9759	literature
11193	57466	literature
10651	54927	literature
54984	8346	literature
22907	9045	literature
116138	1741	literature
5356	6627	complexes
6222	8668	literature
10488	84620	binary
54984	7015	literature
57162	9319	binary
149233	51561	literature
282991	84062	complexes;literature
11156	51606	literature
26121	9092	complexes
10382	10573	binary;literature
10477	9898	binary;literature
7187	8737	binary;literature;signaling
3507	79295	literature
11198	4173	binary;literature
312	4734	literature;signaling
4097	5080	literature;signaling
4343	6134	literature
11331	83481	literature
1207	55161	literature
10010	1213	literature
1948	6386	literature;signaling
23020	6152	literature
109	5148	metabolic
1665	26121	complexes
2885	56243	literature
63875	63931	complexes
6155	8450	literature
55758	7186	binary
10856	3185	literature
10569	6430	complexes
585	60	binary;literature
163183	219738	binary
224	3939	metabolic
2146	5914	literature
5707	5711	complexes;literature
1017	8030	kinase
22916	24144	complexes
23043	3035	binary;literature
2747	4609	literature
1915	9329	literature
29966	80143	literature
1946	2043	literature;signaling
1974	26986	literature
10514	728937	literature
3040	3048	binary
12	1504	literature
4792	7341	literature;signaling
4001	8412	literature
6155	6233	complexes
1654	9343	complexes
10713	10907	literature
11243	57562	binary;literature;signaling
51081	51649	complexes
213	23418	literature
55663	84838	binary;literature;signaling
11244	4860	binary;literature;signaling
84527	85291	binary
3055	9846	kinase
27335	3184	literature
648	80829	complexes
1616	6154	literature
11338	27336	complexes
55697	58157	binary
6430	7307	complexes
3572	367	literature;signaling
4129	6818	metabolic
7454	8522	literature
1022	7421	literature;signaling
11337	23130	literature
64432	64976	complexes
1789	54935	signaling
28973	84311	complexes
4734	6337	binary;literature;signaling
4035	4192	literature;signaling
80321	9360	binary
672	7332	complexes;literature;signaling
115	5139	metabolic
51318	65008	complexes
22827	27339	complexes
10643	79002	complexes
10513	79078	binary
23384	7329	literature
267	51035	literature
2139	414301	binary
11052	6430	complexes
3846	4062	binary
2623	55698	binary
2982	5136	metabolic
5708	6897	literature
1432	3651	kinase
5058	90	literature;signaling
115761	9319	binary;literature
29903	58155	binary
23405	3313	literature
80764	81631	signaling
3608	4343	literature
4193	6418	literature
10642	6125	complexes
24138	9361	literature
10492	6134	literature
4736	8450	literature
10915	6627	complexes
4609	4691	literature
23019	246175	literature
200186	4841	literature
5213	6477	binary
11186	7874	literature
55290	55898	literature
11283	7108	metabolic
11331	84319	literature
2986	5143	metabolic
10128	3551	literature
128872	54971	binary
1173	85439	literature
8655	9924	signaling
2071	5431	complexes
4541	4722	complexes;literature
3106	8815	literature
6517	83552	literature
354	367	regulatory
1917	6187	literature
1434	7534	literature
4736	6235	complexes
29105	94104	complexes
2068	9412	complexes
55090	6607	literature
1937	6613	binary;literature;signaling
2885	3561	binary;literature
373156	9343	literature
1827	7316	literature
6124	6133	complexes
80306	9441	complexes;literature
1514	8530	literature;signaling
100124696	695	literature
55811	5739	signaling
29922	8802	metabolic
5557	56655	complexes
2534	80306	binary;literature
9584	9716	complexes
409	8904	literature
2110	4714	metabolic
55969	6747	literature
55365	9100	binary
1482	6722	literature;signaling
124637	29796	metabolic
10989	6165	literature
51324	80125	binary
1600	337974	binary
1050	5710	regulatory
400569	9968	complexes;literature
6599	6605	complexes;literature
64951	79590	complexes
54487	8148	complexes
7159	7532	literature;signaling
7133	7184	literature
213	9967	literature
1660	51755	complexes
11186	9770	literature
57562	64400	binary;literature;signaling
40	9399	literature
5708	9063	literature
1340	6648	metabolic
10985	2072	literature
6194	6217	complexes;literature
1434	1956	literature
54760	6604	complexes
3326	9513	literature
5355	7409	signaling
64979	84311	complexes
116349	125115	binary
337	7026	regulatory
4087	4205	literature;signaling
56475	8454	literature
22934	8277	metabolic
221	226	metabolic
34	51	metabolic
10788	801	literature;signaling
10250	6427	complexes
52	7535	literature;signaling
1956	5787	binary;literature
1459	5300	literature;signaling
6181	6202	complexes
60561	79843	binary
10902	54556	complexes;literature
6464	933	literature;signaling
10111	65057	complexes
1017	9295	kinase
25804	9775	complexes
1007	1008	literature
8718	8996	literature
255626	29117	literature
5021	9737	literature;signaling
5597	5648	signaling
2752	5467	signaling
29105	51503	complexes
56949	8449	complexes
6632	9879	complexes
156	5580	literature;signaling
6300	8357	kinase
125115	3050	binary
11337	2567	literature
2801	8615	literature;signaling
3184	387082	literature;signaling
23582	255101	binary
892	9443	complexes;literature
291	3329	literature
6612	9931	literature
2534	5062	literature
22826	53938	complexes
10488	56894	binary
10933	57088	literature
23450	6142	literature
1459	7157	kinase
26168	6187	literature
2099	9969	complexes;literature
154865	57159	binary
2959	5966	literature;signaling
1387	5578	kinase
10289	1892	literature
1147	51082	literature
2006	4318	literature
113457	5966	literature
23557	8546	complexes
705	8697	binary
8487	9329	literature
23176	23176	literature
1636	624	literature;signaling
29074	51263	complexes
79228	94104	complexes
54870	54870	binary
2017	646214	binary
3035	9349	literature
8891	8892	signaling
3608	6209	complexes
6714	7187	literature;signaling
11315	1616	binary;literature
1660	94104	complexes
1974	6175	literature
5605	6548	literature
29948	80125	binary
2959	2963	complexes;literature;signaling;binary
4155	51755	literature;signaling
10262	1153	complexes
4700	4705	complexes
51690	6628	complexes
10891	8856	signaling
10254	83659	binary
60	6222	literature
2332	27292	literature
200845	6386	binary
2187	80233	binary;literature
51086	58	literature;signaling
6597	7534	literature
5685	5702	complexes;literature
5629	8841	literature
10687	26121	binary
5573	5903	signaling
1270	8576	literature
55165	553115	binary
387082	5036	literature;signaling
4093	7013	binary;literature;signaling
4690	8867	binary;literature
3007	51631	complexes
163	9685	literature
1936	2688	literature
4208	47	signaling
51362	9410	complexes
10933	4665	binary
203068	3276	literature
10971	7249	binary;literature;signaling
10927	408	literature
6137	6184	literature
4879	5684	binary
7410	960	literature;signaling
23020	5496	complexes
2035	7284	literature
64975	740	complexes
115827	9501	literature
4137	840	literature;signaling
274	7520	literature
5926	8819	complexes
1557	1595	metabolic
3303	8805	literature;signaling
3613	3613	binary
1059	9785	complexes
5686	5700	complexes;literature
170850	3754	literature
23555	8945	literature;signaling
26150	83878	binary;literature;signaling
6880	84060	binary;literature;signaling
7157	9440	literature;signaling
55294	8239	literature
10728	7015	literature;signaling
222235	5245	literature
9092	9879	complexes
3313	8737	literature
10971	2475	literature;signaling
51252	90678	binary;literature;signaling
1017	2091	literature
5694	5701	complexes;literature
25873	4691	complexes
1453	324	kinase
57418	9733	literature
358	373	binary
5605	8260	literature
641	6613	literature;signaling
4105	91647	binary
10959	26003	literature;signaling
24148	9092	complexes
2051	60491	binary
23054	4926	literature;signaling
10179	10656	binary;literature
10399	1759	literature;signaling
111	8622	metabolic
4216	4216	binary;literature;kinase
1660	4791	literature
6857	7020	literature;signaling
4281	5585	binary
4673	6228	complexes
51586	9439	complexes;literature
10403	81565	binary
57673	6612	literature
6285	84830	binary
5928	6604	complexes
116028	378708	literature
3608	6426	complexes
170954	3860	binary
1843	5595	literature;signaling;kinase
6895	79084	literature
23398	51593	complexes
1846	5595	literature;signaling
55227	55914	literature
4089	5576	literature;signaling
57506	9474	literature
639	6839	literature
51535	7052	literature;signaling
2935	329	literature;signaling
6207	6224	complexes;literature
25942	5966	literature
57473	80351	binary;literature;signaling
200185	8848	literature
6337	7316	literature
6129	6158	complexes;literature
3053	9070	complexes
10288	3105	literature;signaling
4771	9146	literature;signaling
5931	8352	literature
6130	9775	literature
5479	5617	literature;signaling
1644	8639	metabolic
8344	8915	literature
24144	3192	complexes
6152	6207	complexes;literature
27336	9939	complexes
26228	6500	complexes
51619	7706	binary;literature
6208	9188	complexes
6625	9775	complexes
126868	55109	binary
3756	805	literature
4869	7846	complexes;literature
257313	2837	literature
7137	7139	literature
54534	65003	complexes
56984	6925	binary
3014	6323	literature
255738	255738	literature
5757	8290	literature;signaling
339834	6386	binary
55756	65123	complexes
3667	9021	literature;signaling
23085	5609	literature
4478	6793	kinase
1595	7923	metabolic
5979	6464	literature;signaling
10228	57617	literature;signaling
2885	30850	literature
26019	4686	literature
203068	4311	literature
7525	7525	literature;kinase
10846	2974	metabolic
4846	7402	complexes
10283	3185	complexes
1445	5175	literature;signaling
126626	466	literature
128312	8531	complexes
406	6464	signaling
5592	80318	literature;signaling
11052	22916	complexes
4869	7417	literature
6303	840	binary
22954	22954	binary;literature
7186	8607	literature
50628	6607	complexes;literature
2251	2260	literature;signaling
55646	6217	complexes;literature
5868	5921	literature;signaling
5335	7535	literature;signaling
10454	7316	literature
11017	24144	complexes
4311	6229	literature
125115	362	binary
10207	3772	literature;signaling
6599	6872	complexes
1660	22916	complexes
4255	5566	literature;signaling
11161	23542	signaling
915	919	literature;signaling
10643	9879	complexes
9584	9589	complexes
7316	79594	literature
3315	4609	literature
5063	7431	kinase
25888	64782	binary
5430	6628	complexes
142	5170	signaling
409	808	literature
5250	6158	literature
5970	814	literature;signaling;kinase
3183	8815	literature
80854	8290	literature;signaling
10992	3181	complexes
10294	1650	literature
133522	7988	literature
10289	801	literature
11043	7334	literature
4708	4731	complexes
2108	7189	literature
6122	9188	complexes
5430	7317	literature
5217	81847	binary;literature
1633	4830	metabolic
3735	8065	literature
23429	84759	complexes
2782	94235	literature
23405	8886	literature
3551	801	literature
51773	8451	complexes
3866	55388	binary;literature;signaling
329	329	literature
1387	3214	literature;signaling
637	843	literature;signaling
29979	4267	binary;literature;signaling
3105	5584	kinase
53938	6634	complexes
8089	8295	complexes;literature
24144	7919	complexes
7037	7037	literature
5781	613	literature;signaling
4141	4163	literature
3190	5308	literature
10466	91949	complexes;literature
6187	9045	complexes;literature
1912	64170	binary
2114	6597	literature;signaling
5631	64080	metabolic
2560	5578	kinase
2335	3674	complexes
4088	9839	binary;literature;signaling
6125	6232	complexes
5708	5717	complexes;literature
27089	4715	metabolic
10946	8480	literature
2551	5663	regulatory
7132	7311	literature
7186	79622	binary
125115	81892	binary
338	6927	regulatory
55646	6228	complexes;literature
203068	4691	literature
672	6829	literature
23398	988	complexes
23192	81631	binary;literature;signaling
1407	5594	kinase
54700	898	literature
7316	7317	literature
5598	891	kinase
2068	2968	complexes;literature
6154	6188	complexes;literature
10980	6606	binary;literature;signaling
163	8907	binary;literature;signaling
26036	988	binary;literature
2534	4739	literature;signaling
3304	573	binary;literature;signaling
51285	658	literature;signaling
6949	84464	literature
211	8802	metabolic
2878	36	metabolic
10010	9641	literature;signaling
4218	9501	literature;signaling
4734	836	literature;signaling
51023	92259	complexes
1580	6667	regulatory
10240	28957	complexes
388677	54910	binary
8607	9894	literature
192683	84679	literature
3065	6774	literature;signaling
386682	8646	binary
2960	8517	literature
5034	912	literature;signaling
2958	6881	complexes
4487	7088	literature;signaling
25873	51631	complexes
51602	6146	complexes
84172	8454	literature
3054	4221	complexes;literature
3320	6156	literature
3297	5595	literature;signaling;kinase
292	497661	complexes
4670	6206	complexes
119391	119391	binary
10643	6189	literature
5414	6620	literature
4701	4722	complexes
10379	3455	binary;literature
26128	26959	binary;literature;signaling
28957	51069	complexes
10933	64769	complexes
10107	7707	binary
1746	1746	literature
1163	331	binary
8289	9219	complexes
7430	7430	literature
6932	925	regulatory
11140	6468	literature
3178	8570	literature
83878	84062	binary
3316	57396	literature
1129	2870	kinase
107	50940	metabolic
1456	94274	literature
5695	5718	complexes;literature
3191	9045	literature
401541	79172	binary;complexes
1892	3030	metabolic
160851	5331	metabolic
1436	5921	literature;signaling
80306	81857	complexes;literature
10421	23020	complexes;literature
3692	6217	literature
2254	2263	literature;signaling
7534	8520	literature
7428	8841	literature
4188	9470	binary;literature
57819	9092	complexes
2760	5338	literature
29998	5295	binary;literature
5331	5578	kinase
3191	5245	literature
100505385	9839	literature
10542	4223	binary
57521	6195	kinase
22999	23085	literature
1374	9415	metabolic
26960	5576	literature
192670	7846	literature
7321	9354	literature
2885	5287	binary;literature;signaling
2091	5303	literature
154313	23199	binary
1121	22931	literature
23543	9025	binary
3184	6201	literature
140597	25920	literature
3725	39	literature
2944	4217	literature
25937	7005	binary;literature;signaling
3655	5829	literature;signaling
11283	54576	metabolic
23650	2932	literature
171483	27343	binary
19	55327	literature;signaling
351	53358	literature;signaling
5962	6093	literature;signaling;kinase
2316	7428	literature;signaling
51074	5682	binary
5890	8353	literature
386680	4184	binary
2669	6925	binary
23398	8449	complexes
27044	4602	literature;signaling
1796	8440	literature;signaling
6667	7941	regulatory
57819	6430	complexes
5691	5717	complexes;literature
10241	64518	binary
23421	55183	binary;literature
2059	862	binary
3309	4544	literature
6161	7307	complexes
3708	7220	complexes;literature
10009	9682	complexes
3283	6667	regulatory
26284	80817	binary
2189	57697	complexes;literature
51340	6434	complexes
6136	6217	complexes;literature
3190	6428	literature;signaling
23521	9188	complexes
23410	80055	literature
5757	8359	literature;signaling
161742	55644	signaling
122183	50943	binary
6772	9146	literature
3972	3973	literature
151393	57085	binary
125115	3693	binary
1021	4869	kinase
5777	867	literature;signaling
23582	7678	binary
5824	8799	binary;literature
1108	545	complexes;literature;signaling
1468	386681	binary
1977	8569	literature;signaling;kinase
401541	84905	binary
1659	3190	complexes
3055	59341	literature;signaling
6130	6192	complexes
10643	27339	complexes
6191	8663	literature
10594	7082	literature
1938	8450	literature
156	729230	literature
51692	7082	complexes
114034	26824	literature
3713	3727	regulatory
10111	4628	complexes
1978	8445	kinase
1024	9969	complexes;literature
10013	8361	literature
5829	8874	literature;signaling
4615	6885	literature
7341	79594	literature
1326	3303	literature
4193	5292	binary;literature;kinase
51421	54927	binary
90390	9442	complexes;literature;signaling
7059	7059	literature
23199	2801	binary
4005	84707	complexes;literature;signaling
28977	79590	complexes
51649	6150	complexes
1457	55502	literature;signaling;kinase
1475	1475	literature
4041	8325	literature;signaling
4286	7030	literature;signaling
51734	7024	binary
1788	387893	metabolic
1019	896	binary;literature;signaling;complexes
223	226	metabolic
51690	5356	complexes
3190	5595	kinase
3064	8819	literature;signaling
1915	1915	literature
4188	5552	binary
23043	9612	binary;literature
3309	64374	literature;signaling
3326	5709	literature
147872	7348	binary
25942	83855	literature;signaling
2885	9641	literature
1001	1500	literature;signaling
6128	6228	complexes;literature
254122	6642	binary
10989	7917	binary;literature;signaling
10533	9140	literature;signaling
6130	6204	complexes;literature
80125	81628	binary;literature;signaling
10856	6193	literature
4880	4882	literature;signaling
1385	9252	literature;signaling;kinase
51478	7364	metabolic
125115	3851	binary
1743	4594	metabolic
408	998	literature
117178	8233	binary
26136	51466	literature;signaling
51582	51686	binary
118	7083	signaling
51729	6625	complexes
4853	54567	complexes
203068	4791	literature
916	974	literature;signaling
2099	348	regulatory
1938	6210	complexes;literature
10987	5605	binary;literature
1656	653121	binary
3500	959	literature;signaling
5690	5698	literature
151987	261726	literature
6790	9787	kinase
27178	8809	literature;signaling
1104	8349	literature;signaling
50808	7205	binary
56997	57085	binary
11222	51069	complexes
154007	6637	complexes
23398	6631	complexes
1459	2287	literature;signaling
5294	5294	literature;kinase
23612	25814	literature
1400	355	binary;literature;signaling
7718	9260	binary;literature;signaling
5723	5723	binary;literature
3306	5710	literature
10445	93973	complexes;literature
4086	5058	literature;signaling
861	9612	literature;signaling
26986	50628	literature
22828	3608	complexes
57835	728937	literature
161	8650	complexes
602	8648	literature;signaling
2869	7157	kinase
2957	4800	binary
51477	9618	binary
1583	4093	binary;literature
1791	5966	binary
1027	9149	kinase
3183	6130	literature
3172	9440	literature
6154	8487	literature
90355	9240	binary
156	30818	kinase
6223	7414	signaling
51100	51734	binary
6191	6612	literature
10399	6129	literature
545	8243	kinase
79036	80125	binary;literature;signaling
6181	8971	complexes
54606	6727	literature
5961	9402	literature;signaling
51069	51650	complexes
4791	6207	literature
50649	6217	literature
2923	3135	literature
2983	5145	metabolic
5970	8841	literature;signaling
11047	29978	literature
10980	9978	complexes;literature;signaling
30011	6456	literature;signaling
2260	5295	literature;signaling
7534	9564	literature;signaling
728071	81552	binary
151636	7329	binary;literature
5597	6134	signaling
10266	133	literature
6173	6194	complexes
51068	7514	literature
2957	7014	complexes
51729	9129	complexes
1742	4067	literature;signaling
6134	6233	complexes
23204	23551	binary
3192	6128	complexes;literature
56882	5879	literature
6208	72	complexes
2597	3320	literature
6135	9349	complexes;literature
25788	7597	binary
3093	7329	literature
10643	4236	complexes
1326	283455	literature
221	3948	metabolic
5609	65250	literature
23426	2893	literature
51361	988	binary;literature
6925	9814	complexes
23332	5590	literature
50628	51065	literature
5566	783	literature;kinase
6404	8693	literature
5295	867	complexes;literature;signaling
127557	22976	signaling
3643	6464	binary;literature;signaling;kinase
83992	85369	literature
163183	59349	binary
1147	3661	kinase
4750	5528	binary;literature
9217	9885	binary
3324	6449	literature
55704	56288	literature
254863	51608	binary;literature
1655	5580	kinase
10569	55660	complexes
5094	81887	literature
6154	9329	literature
5594	8986	literature;signaling
221184	84708	binary
2547	580	literature;signaling
4099	65078	literature;signaling
11338	6637	complexes
2491	91687	complexes
2130	6596	literature
2157	6927	regulatory
1808	8650	literature
5788	8500	literature;signaling
6431	9775	complexes
29993	7171	literature
4698	4711	complexes
10783	6520	literature
51504	7428	literature
4089	8202	complexes
408050	7917	binary
4082	805	literature;signaling
4163	9276	literature
2802	835	literature;signaling
539	7205	binary
4929	81611	literature
10273	3312	binary;literature;signaling
2244	2886	signaling
10285	6122	literature
10844	4609	literature
2033	7629	literature;signaling
7316	8665	literature
3106	6955	literature;signaling
291	55705	literature
3856	4193	literature
1616	9361	literature
7067	9612	literature;signaling
26206	6631	binary
60491	79036	binary;literature;signaling
116173	23392	binary
369	55872	binary;literature;signaling
22858	4086	binary;literature
8351	8370	literature
1727	1727	literature
11035	5052	literature
10392	8837	literature
108	5149	metabolic
3635	4311	literature
23102	23710	literature
10606	24140	literature
11339	3866	binary
55120	6118	complexes
23214	55740	literature
1457	7465	literature;signaling;kinase
117178	87	literature;signaling
10283	10992	complexes
54984	8339	literature
3836	84464	literature
10513	8330	binary
5327	6678	literature;signaling
2787	59345	literature
113	5141	metabolic
8850	9412	complexes;literature
4696	4728	complexes
10856	56945	literature
4609	5985	literature
55596	55660	binary;literature
5859	79720	binary
3932	6204	literature
54472	84528	binary;literature;signaling
1401	325	literature;signaling
5347	5694	literature;signaling
10248	79897	complexes
51762	5898	literature;signaling
7135	9240	binary
23090	5914	literature
1073	818	kinase
55226	83858	literature
1290	3211	regulatory
5214	8655	literature;signaling
55299	6206	complexes
23279	348995	complexes;literature
4093	64333	binary;literature;signaling
10465	8683	complexes
23398	8559	complexes
1021	6310	binary;literature;signaling
6386	6714	literature
1140	5913	literature;signaling
51649	63875	complexes
10523	1665	complexes
301	6117	signaling
51286	56893	binary;literature
1130	7529	literature;signaling
23067	80335	complexes
147687	4223	binary
4772	5595	kinase
6210	8349	literature
22837	79019	complexes
7138	9832	binary
386675	4005	binary
2898	5566	kinase
208	2308	kinase
1294	4313	literature;signaling
56893	9982	binary;literature;signaling
5610	9158	signaling
4092	51523	binary;literature;signaling
18	8659	metabolic
4134	6258	signaling
11338	983	kinase
10131	5195	literature
22806	51324	binary
203068	3932	literature
3516	9541	binary;literature;signaling
124637	4514	metabolic
2670	9402	binary;literature;signaling
3312	51773	complexes
10015	7030	literature
140545	3093	binary;literature
6239	6935	complexes
10921	24148	complexes;literature
11168	54760	literature
4651	810	binary;literature
114907	6500	literature
386678	85291	binary
23243	5970	literature
4702	4708	complexes
10163	51225	literature
217	2272	literature
7572	9869	binary;literature;signaling
11243	4780	literature;signaling
161176	4792	literature
6607	7410	signaling
2139	222546	binary
5792	7204	literature;signaling
23450	6124	literature
2011	27005	literature
10381	11337	binary;literature;signaling
326	5903	literature
22934	84076	metabolic
60625	6633	complexes
2778	7253	literature;signaling
112483	6303	binary;literature;signaling
10445	65056	binary;literature
11345	9895	literature
124995	51373	complexes
302	6203	literature
6015	91687	complexes
10569	6429	complexes
6194	6950	literature
26145	4086	binary;literature
2647	8546	complexes
4535	4709	complexes
579	7088	complexes
55037	6188	literature
10952	7132	signaling
23020	6143	literature
3032	36	metabolic
253260	6198	kinase
3420	3658	metabolic
10189	11017	complexes
30833	955	metabolic
55646	6175	complexes
10480	8664	complexes;literature
80321	84140	binary
1464	712	literature;signaling
1600	3689	literature;signaling
26523	5976	literature
374	7490	literature;signaling
2011	23203	literature
7248	891	literature;signaling
5499	5576	complexes
26122	64769	complexes
2885	5110	literature
2969	8569	literature
10772	6135	literature
2261	6132	binary;literature;signaling
10603	3718	literature;signaling
10174	90933	binary
598	834	literature;signaling
56650	6632	complexes
6134	9020	literature
284004	5071	binary;literature;signaling
23126	2885	literature
1655	4841	complexes
2547	301	signaling
3106	64976	literature
409	6146	literature
1350	6649	metabolic
284058	29911	binary
5590	9638	literature;signaling
25885	6210	literature
25	672	complexes;literature;signaling;binary
3303	4792	literature
4738	6141	literature
23281	79165	binary
23582	2669	binary
23636	3661	literature
26121	51362	complexes
7454	9051	literature;signaling
22861	58484	literature
3308	3309	complexes
6631	8220	complexes
6160	64969	literature
55319	55646	literature
3303	7132	literature
1026	506	signaling
2932	64837	kinase
55967	7381	metabolic
25949	9416	complexes
1059	7083	signaling
58517	7756	complexes
10472	7597	binary
1839	4054	literature;signaling
4173	6207	literature
5595	9252	kinase
1915	51631	complexes
2793	59345	literature
56243	7185	binary
5578	9970	kinase
4089	6601	complexes
10919	11278	binary;literature;signaling
1757	80025	metabolic
7069	7069	binary;literature
65084	7157	literature
2242	3667	literature;signaling
6607	92609	complexes
4718	4728	complexes
3842	4670	literature
5588	5962	kinase
3156	5566	literature
50649	6156	literature
399687	9578	literature
6168	6210	complexes;literature
1104	1114	signaling
2099	9443	literature
6629	9775	complexes
5603	7538	kinase
3106	9131	literature
203068	8668	literature
23641	6386	binary
28969	3551	signaling
58517	6629	complexes
10526	8241	literature
56935	665	binary
27339	6637	complexes
55165	7251	binary;literature;signaling
2316	2918	literature;signaling
55763	81035	binary;literature
7869	7869	literature
4063	4068	literature
51264	63875	complexes
4670	9410	complexes
672	9111	literature;signaling
26330	4913	literature
64284	79643	literature
6385	6385	literature
5566	9495	complexes
23450	23560	literature
23451	81887	literature
8354	8368	literature
11243	83878	binary
57180	57805	literature
1017	1045	literature;signaling;kinase
3821	4118	binary
125115	9702	binary
23114	23114	literature
11156	4430	literature
4702	7381	metabolic
10519	4077	literature;signaling
2058	9329	literature
51021	64963	complexes
1649	79882	binary
10250	6629	complexes
7133	9093	literature
11066	6432	complexes
8358	8364	literature
5170	71	signaling
147872	344892	binary
51021	6183	complexes
2033	4094	literature;signaling
114823	1785	signaling
2212	4067	literature;signaling;kinase
1644	3034	metabolic
801	8536	literature;signaling
10421	11017	complexes
1021	1026	binary;literature;signaling;kinase
10942	5268	literature
11124	7353	literature
10987	29894	literature
2035	9414	literature;signaling
10989	65080	binary;literature;signaling
6129	6732	complexes
171392	7189	binary;literature;signaling
1820	7329	literature
4771	6195	signaling
6477	9363	binary
51530	8848	signaling
162	545	literature
2023	2920	literature;signaling
11007	94121	binary;literature;signaling
8417	9341	literature
1655	6627	complexes
29979	30008	binary;literature;signaling
4712	54539	complexes
55233	6999	binary
55290	5825	literature
6160	6165	complexes;literature
125115	148266	binary
6950	908	literature
6230	9001	binary;literature;signaling
10289	7458	literature
22878	51693	literature
1801	7157	literature
29088	51081	complexes
2181	27034	metabolic
2332	6154	literature
140739	79084	binary;literature
10733	7006	literature;signaling
1409	1431	literature
1742	8831	literature;signaling
6206	6230	complexes
25793	5930	binary;literature
10539	25865	binary;literature;signaling
1088	634	literature
89885	9145	binary
10521	6626	complexes
10681	2785	literature;signaling
10987	7316	literature
55145	55342	binary;literature;signaling
23281	253461	binary
170712	7386	metabolic
29796	4722	metabolic
56616	57085	binary
3665	51588	literature;signaling
10250	6429	complexes;literature
51282	7753	literature;signaling
1447	5058	literature
58157	5966	binary
2870	6915	literature;signaling
8295	9675	literature
3777	7531	literature;signaling
10963	5451	literature
3099	5373	metabolic
5111	9588	literature
5591	6627	complexes
4615	9173	literature;signaling
4643	60	literature
1432	8353	kinase
140691	2281	binary
4216	7314	literature
10285	8295	literature
2962	892	complexes
81620	8451	complexes
2668	2668	literature
26003	5152	binary
5306	5335	literature;signaling
6626	84811	complexes
22827	51362	complexes
5901	8819	complexes
23542	7415	signaling
3728	7398	literature
147700	220082	binary
27089	4697	metabolic
2157	2158	literature
